Service Item Type ID,StagingRef__c,Name,ServiceCompanyStagingRef__c,ServiceItemFamilyStagingRef__c,DivisionStagingRef__c,DeviceSizeStagingRef__c,BandTypeStagingRef__c,GroupTypeStagingRef__c,Apt_UK__BillDescription__c,Apt_UK__StartDate__c,Apt_UK__EndDate__c,Apt_UK__EligibleforanAgreedRate__c,Apt_UK__AvailableToSelectInWizard__c,ChargeType__c,NumberOfOccupants__c,ServiceItemTypeCategory__c,SurfaceWaterDrainage__c,AssessedCharge__c
SI0351,SI0351,IOS HH Unm Sew Assist - Band 1,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 1,2024/04/01,,No,1,,,,,
SI0352,SI0352,IOS HH Unm Sew Assist - Band 2,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 2,2024/04/01,,No,1,,,,,
SI0353,SI0353,IOS HH Unm Sew Assist - Band 3,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 3,2024/04/01,,No,1,,,,,
SI0354,SI0354,IOS HH Unm Sew Assist - Band 4,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 4,2024/04/01,,No,1,,,,,
SI0355,SI0355,IOS HH Unm Sew Assist - Band 5,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 5,2024/04/01,,No,1,,,,,
SI0356,SI0356,IOS HH Unm Sew Assist - Band 6,IOS,SIF111,IS01,,,,SWW Assist Sewerage Band 6,2024/04/01,,No,1,,,,,
SI0357,SI0357,IOS HH Unm Wat Assist - Band 1,IOS,SIF122,IS01,,,,SWW Assist Water Band 1,2024/04/01,,No,1,,,,,
SI0358,SI0358,IOS HH Unm Wat Assist - Band 2,IOS,SIF122,IS01,,,,SWW Assist Water Band 2,2024/04/01,,No,1,,,,,
SI0359,SI0359,IOS HH Unm Wat Assist - Band 3,IOS,SIF122,IS01,,,,SWW Assist Water Band 3,2024/04/01,,No,1,,,,,
SI0360,SI0360,IOS HH Unm Wat Assist - Band 4,IOS,SIF122,IS01,,,,SWW Assist Water Band 4,2024/04/01,,No,1,,,,,
SI0361,SI0361,IOS HH Unm Wat Assist - Band 5,IOS,SIF122,IS01,,,,SWW Assist Water Band 5,2024/04/01,,No,1,,,,,
SI0362,SI0362,IOS HH Unm Wat Assist - Band 6,IOS,SIF122,IS01,,,,SWW Assist Water Band 6,2024/04/01,,No,1,,,,,
SI0363,SI0363,IOS HH Unm Sew Fixed NSW - Over 50RV - Dual,IOS,SIF112,IS01,,,,Sewerage 2 Standing Charge,2020/04/01,,No,1,,,,,
SI0364,SI0364,IOS HH Unm Sew Fixed NSW - Up to 50RV - Dual,IOS,SIF112,IS01,,,,Sewerage 2 Standing Charge,2020/04/01,,No,1,,,,,
SI0365,SI0365,IOS HH Unm Sew Fixed NSW - Over 50RV - Single,IOS,SIF113,IS01,,,,Sewerage 2 Standing Charge,2020/04/01,,No,1,,,,,
SI0366,SI0366,IOS HH Unm Sew Fixed NSW - Up to 50RV - Single,IOS,SIF113,IS01,,,,Sewerage 2 Standing Charge,2020/04/01,,No,1,,,,,
SI0367,SI0367,IOS HH Unm Sew Fixed SWD - Hosp & Decd - Dual,IOS,SIF114,IS01,,,,Sewerage Fixed Charge,2020/04/01,,No,1,,,,,
SI0368,SI0368,IOS HH Unm Sew Fixed SWD - Over 50RV - Dual,IOS,SIF114,IS01,,,,Sewerage 1 Standing Charge,2020/04/01,,No,1,,,,,
SI0369,SI0369,IOS HH Unm Sew Fixed SWD - Up to 50RV - Dual,IOS,SIF114,IS01,,,,Sewerage 1 Standing Charge,2020/04/01,,No,1,,,,,
SI0370,SI0370,IOS HH Unm Sew Fixed SWD - Hosp & Decd - Single,IOS,SIF115,IS01,,,,Sewerage Fixed Charge,2020/04/01,,No,1,,,,,
SI0371,SI0371,IOS HH Unm Sew Fixed SWD - Over 50RV - Single,IOS,SIF115,IS01,,,,Sewerage 1 Standing Charge,2020/04/01,,No,1,,,,,
SI0372,SI0372,IOS HH Unm Sew Fixed SWD - Surface Water Only - Single,IOS,SIF115,IS01,,,,Surface Water Only,2020/04/01,,No,1,,,,,
SI0373,SI0373,IOS HH Unm Sew Fixed SWD - Up to 50RV - Single,IOS,SIF115,IS01,,,,Sewerage 1 Standing Charge,2020/04/01,,No,1,,,,,
SI0374,SI0374,IOS HH Unm Wat Fixed - Fixed Charge - Dual,IOS,SIF123,IS01,,,,Water Standing Charge,2020/04/01,,No,1,,,,,
SI0375,SI0375,IOS HH Unm Wat Fixed - Hosp & Decd - Dual,IOS,SIF123,IS01,,,,Water Fixed Charge,2020/04/01,,No,1,,,,,
SI0376,SI0376,IOS HH Unm Wat Fixed - Fixed Charge - Single,IOS,SIF124,IS01,,,,Water Standing Charge,2020/04/01,,No,1,,,,,
SI0377,SI0377,IOS HH Unm Wat Fixed - Hosp & Decd - Single,IOS,SIF124,IS01,,,,Water Fixed Charge,2020/04/01,,No,1,,,,,
SI0378,SI0378,IOS HH Unm Sew Variable NSW - RV Charge,IOS,SIF116,IS01,,,,Sewerage 2,2020/04/01,,No,1,,,,,
SI0379,SI0379,IOS HH Unm Sew Variable SWD - RV Charge,IOS,SIF117,IS01,,,,Sewerage 1,2020/04/01,,No,1,,,,,
SI0380,SI0380,IOS HH Unm Wat Variable - RV Charge,IOS,SIF125,IS01,,,,Water,2020/04/01,,No,1,,,,,
SI0381,SI0381,IOS HH Unm Sew WaterSure - Annual Charge,IOS,SIF118,IS01,,,,Sewerage Fixed Charge,2020/04/01,,No,1,,,,,
SI0382,SI0382,IOS HH Unm Wat WaterSure - Annual Charge,IOS,SIF126,IS01,,,,Water Fixed Charge,2020/04/01,,No,1,,,,,
SI0383,SI0383,SWW HH Sundry - GC50 - Measured,SWW,SIF127,SW01,,,,Government Contribution,2017/04/01,2025/03/31,No,0,,,,,
SI0384,SI0384,SWW HH Sundry - GC50 - Unmeasured,SWW,SIF127,SW01,,,,Government Contribution,2017/04/01,2025/03/31,No,0,,,,,
SI0385,SI0385,SWW HH Sundry - Court - High Court Writ,SWW,SIF128,SW01,,,,High Court Writ Fee,2017/04/01,,No,0,,,,,
SI0386,SI0386,SWW HH Sundry - Court - High Court Solicitors Fee,SWW,SIF128,SW01,,,,High Court Solicitors Fee,2017/04/01,,No,0,,,,,
SI0387,SI0387,SWW HH Sundry - Court - High Court Failed Charge,SWW,SIF128,SW01,,,,High Court Failed Charge,2017/04/01,,No,0,,,,,
SI0388,SI0388,SWW HH Sundry - Court - Solicitors Cost - L1 - Claims £25-£500.00,SWW,SIF128,SW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0389,SI0389,"SWW HH Sundry - Court - Solicitors Cost - L2 - Claims £500.01 to £1,000.00",SWW,SIF128,SW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0390,SI0390,"SWW HH Sundry - Court - Solicitors Cost - L3 - Claims £1,000.01 to £5,000.00",SWW,SIF128,SW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0391,SI0391,"SWW HH Sundry - Court - Solicitors Cost - L4 - Claims > £5,000.00",SWW,SIF128,SW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0392,SI0392,SWW HH Sundry - Court - Court Costs - Claims < £300,SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0393,SI0393,SWW HH Sundry - Court - Court Costs - Claims £300 to £500,SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0394,SI0394,"SWW HH Sundry - Court - Court Costs - Claims £500.01 to £1,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0395,SI0395,"SWW HH Sundry - Court - Court Costs - Claims £1,000.01 to £1,500",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0396,SI0396,"SWW HH Sundry - Court - Court Costs - Claims £1,500.01 to £3,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0397,SI0397,"SWW HH Sundry - Court - Court Costs - Claims £3,000.01 to £5,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0398,SI0398,"SWW HH Sundry - Court - Court Costs - Claims £5,000.01 to £10,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0399,SI0399,"SWW HH Sundry - Court - Court Costs - Claims £10,000.01 to £200,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0400,SI0400,"SWW HH Sundry - Court - Court Costs - Claims > £200,000",SWW,SIF128,SW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0401,SI0401,"SWW HH Sundry - Court - Judgement By Admission - L1 - Fee < £5,000",SWW,SIF128,SW01,,,,Judgement By Admission Costs,2017/04/01,,No,0,,,,,
SI0402,SI0402,"SWW HH Sundry - Court - Judgement By Admission - L2 - Fee > £5,000",SWW,SIF128,SW01,,,,Judgement By Admission Costs,2017/04/01,,No,0,,,,,
SI0403,SI0403,"SWW HH Sundry - Court - Judgement By Default - L1 - Fee < £5,000",SWW,SIF128,SW01,,,,Judgement By Default Costs,2017/04/01,,No,0,,,,,
SI0404,SI0404,"SWW HH Sundry - Court - Judgement By Default - L2 - Fee > £5,000",SWW,SIF128,SW01,,,,Judgement By Default Costs,2017/04/01,,No,0,,,,,
SI0405,SI0405,SWW HH Sundry - Court - Charging Order Application Costs,SWW,SIF128,SW01,,,,Charging Order Application Costs,2017/04/01,,No,0,,,,,
SI0406,SI0406,SWW HH Sundry - Court - Charging Order Interim Costs,SWW,SIF128,SW01,,,,Charging Order Interim Costs,2017/04/01,,No,0,,,,,
SI0407,SI0407,SWW HH Sundry - Court - Charging Order Granted Fee,SWW,SIF128,SW01,,,,Charging Order Granted Fee,2017/04/01,,No,0,,,,,
SI0408,SI0408,SWW HH Sundry - Court - Attachment of Earnings Court Costs,SWW,SIF128,SW01,,,,Attachment of Earnings Court Costs,2017/04/01,,No,0,,,,,
SI0409,SI0409,SWW HH Sundry - Court - Tomlin Order Costs,SWW,SIF128,SW01,,,,Tomlin Order Costs,2017/04/01,,No,0,,,,,
SI0410,SI0410,SWW HH Sundry - Court - Set Aside Costs,SWW,SIF128,SW01,,,,Set Aside Costs,2017/04/01,,No,0,,,,,
SI0411,SI0411,SWW HH Sundry - Court - Land Registry Fee,SWW,SIF128,SW01,,,,Land Registry Fee,2017/04/01,,No,0,,,,,
SI0412,SI0412,BW HH Sundry - Court - High Court Writ,BW,SIF129,BW01,,,,High Court Writ Fee,2017/04/01,,No,0,,,,,
SI0413,SI0413,BW HH Sundry - Court - High Court Solicitors Fee,BW,SIF129,BW01,,,,High Court Solicitors Fee,2017/04/01,,No,0,,,,,
SI0414,SI0414,BW HH Sundry - Court - High Court Failed Charge,BW,SIF129,BW01,,,,High Court Failed Charge,2017/04/01,,No,0,,,,,
SI0415,SI0415,BW HH Sundry - Court - Solicitors Cost - L1 - Claims £25-£500.00,BW,SIF129,BW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0416,SI0416,"BW HH Sundry - Court - Solicitors Cost - L2 - Claims £500.01 to £1,000.00",BW,SIF129,BW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0417,SI0417,"BW HH Sundry - Court - Solicitors Cost - L3 - Claims £1,000.01 to £5,000.00",BW,SIF129,BW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0418,SI0418,"BW HH Sundry - Court - Solicitors Cost - L4 - Claims > £5,000.00",BW,SIF129,BW01,,,,Solicitors Costs,2017/04/01,,No,0,,,,,
SI0419,SI0419,BW HH Sundry - Court - Court Costs - Claims < £300,BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0420,SI0420,BW HH Sundry - Court - Court Costs - Claims £300 to £500,BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0421,SI0421,"BW HH Sundry - Court - Court Costs - Claims £500.01 to £1,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0422,SI0422,"BW HH Sundry - Court - Court Costs - Claims £1,000.01 to £1,500",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0423,SI0423,"BW HH Sundry - Court - Court Costs - Claims £1,500.01 to £3,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0424,SI0424,"BW HH Sundry - Court - Court Costs - Claims £3,000.01 to £5,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0425,SI0425,"BW HH Sundry - Court - Court Costs - Claims £5,000.01 to £10,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0426,SI0426,"BW HH Sundry - Court - Court Costs - Claims £10,000.01 to £200,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0427,SI0427,"BW HH Sundry - Court - Court Costs - Claims > £200,000",BW,SIF129,BW01,,,,Court Costs,2017/04/01,,No,0,,,,,
SI0428,SI0428,"BW HH Sundry - Court - Judgement By Admission - L1 - Fee < £5,000",BW,SIF129,BW01,,,,Judgement By Admission Costs,2017/04/01,,No,0,,,,,
SI0429,SI0429,"BW HH Sundry - Court - Judgement By Admission - L2 - Fee > £5,000",BW,SIF129,BW01,,,,Judgement By Admission Costs,2017/04/01,,No,0,,,,,
SI0430,SI0430,"BW HH Sundry - Court - Judgement By Default - L1 - Fee < £5,000",BW,SIF129,BW01,,,,Judgement By Default Costs,2017/04/01,,No,0,,,,,
SI0431,SI0431,"BW HH Sundry - Court - Judgement By Default - L2 - Fee > £5,000",BW,SIF129,BW01,,,,Judgement By Default Costs,2017/04/01,,No,0,,,,,
SI0432,SI0432,BW HH Sundry - Court - Charging Order Application Costs,BW,SIF129,BW01,,,,Charging Order Application Costs,2017/04/01,,No,0,,,,,
SI0433,SI0433,BW HH Sundry - Court - Charging Order Interim Costs,BW,SIF129,BW01,,,,Charging Order Interim Costs,2017/04/01,,No,0,,,,,
SI0434,SI0434,BW HH Sundry - Court - Charging Order Granted Fee,BW,SIF129,BW01,,,,Charging Order Granted Fee,2017/04/01,,No,0,,,,,
SI0435,SI0435,BW HH Sundry - Court - Attachment of Earnings Court Costs,BW,SIF129,BW01,,,,Attachment of Earnings Court Costs,2017/04/01,,No,0,,,,,
SI0436,SI0436,BW HH Sundry - Court - Tomlin Order Costs,BW,SIF129,BW01,,,,Tomlin Order Costs,2017/04/01,,No,0,,,,,
SI0437,SI0437,BW HH Sundry - Court - Set Aside Costs,BW,SIF129,BW01,,,,Set Aside Costs,2017/04/01,,No,0,,,,,
SI0438,SI0438,BW HH Sundry - Court - Land Registry Fee,BW,SIF129,BW01,,,,Land Registry Fee,2017/04/01,,No,0,,,,,
SI0466,SI0466,IOS HH Sundry - Court - High Court Writ,IOS,SIF130,IS01,,,,High Court Writ Fee,2020/04/01,,No,0,,,,,
SI0467,SI0467,IOS HH Sundry - Court - High Court Solicitors Fee,IOS,SIF130,IS01,,,,High Court Solicitors Fee,2020/04/01,,No,0,,,,,
SI0468,SI0468,IOS HH Sundry - Court - High Court Failed Charge,IOS,SIF130,IS01,,,,High Court Failed Charge,2020/04/01,,No,0,,,,,
SI0469,SI0469,IOS HH Sundry - Court - Solicitors Cost - L1 - Claims £25-£500.00,IOS,SIF130,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0470,SI0470,"IOS HH Sundry - Court - Solicitors Cost - L2 - Claims £500.01 to £1,000.00",IOS,SIF130,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0471,SI0471,"IOS HH Sundry - Court - Solicitors Cost - L3 - Claims £1,000.01 to £5,000.00",IOS,SIF130,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0472,SI0472,"IOS HH Sundry - Court - Solicitors Cost - L4 - Claims > £5,000.00",IOS,SIF130,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0473,SI0473,IOS HH Sundry - Court - Court Costs - Claims < £300,IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0474,SI0474,IOS HH Sundry - Court - Court Costs - Claims £300 to £500,IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0475,SI0475,"IOS HH Sundry - Court - Court Costs - Claims £500.01 to £1,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0476,SI0476,"IOS HH Sundry - Court - Court Costs - Claims £1,000.01 to £1,500",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0477,SI0477,"IOS HH Sundry - Court - Court Costs - Claims £1,500.01 to £3,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0478,SI0478,"IOS HH Sundry - Court - Court Costs - Claims £3,000.01 to £5,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0479,SI0479,"IOS HH Sundry - Court - Court Costs - Claims £5,000.01 to £10,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0480,SI0480,"IOS HH Sundry - Court - Court Costs - Claims £10,000.01 to £200,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0481,SI0481,"IOS HH Sundry - Court - Court Costs - Claims > £200,000",IOS,SIF130,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0482,SI0482,"IOS HH Sundry - Court - Judgement By Admission - L1 - Fee < £5,000",IOS,SIF130,IS01,,,,Judgement By Admission Costs,2020/04/01,,No,0,,,,,
SI0483,SI0483,"IOS HH Sundry - Court - Judgement By Admission - L2 - Fee > £5,000",IOS,SIF130,IS01,,,,Judgement By Admission Costs,2020/04/01,,No,0,,,,,
SI0484,SI0484,"IOS HH Sundry - Court - Judgement By Default - L1 - Fee < £5,000",IOS,SIF130,IS01,,,,Judgement By Default Costs,2020/04/01,,No,0,,,,,
SI0485,SI0485,"IOS HH Sundry - Court - Judgement By Default - L2 - Fee > £5,000",IOS,SIF130,IS01,,,,Judgement By Default Costs,2020/04/01,,No,0,,,,,
SI0486,SI0486,IOS HH Sundry - Court - Charging Order Application Costs,IOS,SIF130,IS01,,,,Charging Order Application Costs,2020/04/01,,No,0,,,,,
SI0487,SI0487,IOS HH Sundry - Court - Charging Order Interim Costs,IOS,SIF130,IS01,,,,Charging Order Interim Costs,2020/04/01,,No,0,,,,,
SI0488,SI0488,IOS HH Sundry - Court - Charging Order Granted Fee,IOS,SIF130,IS01,,,,Charging Order Granted Fee,2020/04/01,,No,0,,,,,
SI0489,SI0489,IOS HH Sundry - Court - Attachment of Earnings Court Costs,IOS,SIF130,IS01,,,,Attachment of Earnings Court Costs,2020/04/01,,No,0,,,,,
SI0490,SI0490,IOS HH Sundry - Court - Tomlin Order Costs,IOS,SIF130,IS01,,,,Tomlin Order Costs,2020/04/01,,No,0,,,,,
SI0491,SI0491,IOS HH Sundry - Court - Set Aside Costs,IOS,SIF130,IS01,,,,Set Aside Costs,2020/04/01,,No,0,,,,,
SI0492,SI0492,IOS HH Sundry - Court - Land Registry Fee,IOS,SIF130,IS01,,,,Land Registry Fee,2020/04/01,,No,0,,,,,
SI0520,SI0520,IOS NH Sundry - Court - High Court Writ,IOS,SIF131,IS01,,,,High Court Writ Fee,2020/04/01,,No,0,,,,,
SI0521,SI0521,IOS NH Sundry - Court - High Court Solicitors Fee,IOS,SIF131,IS01,,,,High Court Solicitors Fee,2020/04/01,,No,0,,,,,
SI0522,SI0522,IOS NH Sundry - Court - High Court Failed Charge,IOS,SIF131,IS01,,,,High Court Failed Charge,2020/04/01,,No,0,,,,,
SI0523,SI0523,IOS NH Sundry - Court - Solicitors Cost - L1 - Claims £25-£500.00,IOS,SIF131,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0524,SI0524,"IOS NH Sundry - Court - Solicitors Cost - L2 - Claims £500.01 to £1,000.00",IOS,SIF131,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0525,SI0525,"IOS NH Sundry - Court - Solicitors Cost - L3 - Claims £1,000.01 to £5,000.00",IOS,SIF131,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0526,SI0526,"IOS NH Sundry - Court - Solicitors Cost - L4 - Claims > £5,000.00",IOS,SIF131,IS01,,,,Solicitors Costs,2020/04/01,,No,0,,,,,
SI0527,SI0527,IOS NH Sundry - Court - Court Costs - Claims < £300,IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0528,SI0528,IOS NH Sundry - Court - Court Costs - Claims £300 to £500,IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0529,SI0529,"IOS NH Sundry - Court - Court Costs - Claims £500.01 to £1,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0530,SI0530,"IOS NH Sundry - Court - Court Costs - Claims £1,000.01 to £1,500",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0531,SI0531,"IOS NH Sundry - Court - Court Costs - Claims £1,500.01 to £3,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0532,SI0532,"IOS NH Sundry - Court - Court Costs - Claims £3,000.01 to £5,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0533,SI0533,"IOS NH Sundry - Court - Court Costs - Claims £5,000.01 to £10,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0534,SI0534,"IOS NH Sundry - Court - Court Costs - Claims £10,000.01 to £200,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0535,SI0535,"IOS NH Sundry - Court - Court Costs - Claims > £200,000",IOS,SIF131,IS01,,,,Court Costs,2020/04/01,,No,0,,,,,
SI0536,SI0536,"IOS NH Sundry - Court - Judgement By Admission - L1 - Fee < £5,000",IOS,SIF131,IS01,,,,Judgement By Admission Costs,2020/04/01,,No,0,,,,,
SI0537,SI0537,"IOS NH Sundry - Court - Judgement By Admission - L2 - Fee > £5,000",IOS,SIF131,IS01,,,,Judgement By Admission Costs,2020/04/01,,No,0,,,,,
SI0538,SI0538,"IOS NH Sundry - Court - Judgement By Default - L1 - Fee < £5,000",IOS,SIF131,IS01,,,,Judgement By Default Costs,2020/04/01,,No,0,,,,,
SI0539,SI0539,"IOS NH Sundry - Court - Judgement By Default - L2 - Fee > £5,000",IOS,SIF131,IS01,,,,Judgement By Default Costs,2020/04/01,,No,0,,,,,
SI0540,SI0540,IOS NH Sundry - Court - Charging Order Application Costs,IOS,SIF131,IS01,,,,Charging Order Application Costs,2020/04/01,,No,0,,,,,
SI0541,SI0541,IOS NH Sundry - Court - Charging Order Interim Costs,IOS,SIF131,IS01,,,,Charging Order Interim Costs,2020/04/01,,No,0,,,,,
SI0542,SI0542,IOS NH Sundry - Court - Charging Order Granted Fee,IOS,SIF131,IS01,,,,Charging Order Granted Fee,2020/04/01,,No,0,,,,,
SI0543,SI0543,IOS NH Sundry - Court - Attachment of Earnings Court Costs,IOS,SIF131,IS01,,,,Attachment of Earnings Court Costs,2020/04/01,,No,0,,,,,
SI0544,SI0544,IOS NH Sundry - Court - Tomlin Order Costs,IOS,SIF131,IS01,,,,Tomlin Order Costs,2020/04/01,,No,0,,,,,
SI0545,SI0545,IOS NH Sundry - Court - Set Aside Costs,IOS,SIF131,IS01,,,,Set Aside Costs,2020/04/01,,No,0,,,,,
SI0546,SI0546,IOS NH Sundry - Court - Land Registry Fee,IOS,SIF131,IS01,,,,Land Registry Fee,2020/04/01,,No,0,,,,,
SI0547,SI0547,SWW HH Legacy Sundry - Court - Attachment of Earnings Fees,SWW,SIF132,SW01,,,,Attachment of Earnings Fees,2006/01/10,2014/07/25,No,0,,,,,
SI0548,SI0548,SWW HH Legacy Sundry - Court - Charging Order Costs,SWW,SIF132,SW01,,,,Charging Order Issue,2001/04/01,2016/01/22,No,0,,,,,
SI0549,SI0549,SWW HH Legacy Sundry - Court - Charging Order Fees,SWW,SIF132,SW01,,,,Charging Order Issue,2006/01/10,2016/01/22,No,0,,,,,
SI0550,SI0550,SWW HH Legacy Sundry - Court - Charging Order LRS Fees,SWW,SIF132,SW01,,,,Charging Order Land Registry Fee,2008/01/19,2016/01/22,No,0,,,,,
SI0551,SI0551,SWW HH Legacy Sundry - Court - Court Costs,SWW,SIF132,SW01,,,,Court Costs,2006/01/10,,No,0,,,,,
SI0552,SI0552,SWW HH Legacy Sundry - Court - Court Fees,SWW,SIF132,SW01,,,,Court Claim Issue Costs,2007/10/01,,No,0,,,,,
SI0553,SI0553,SWW HH Legacy Sundry - Court - Disbursement - Land Registry Search Fee,SWW,SIF132,SW01,,,,Land Registry Search,2016/04/01,,No,0,,,,,
SI0554,SI0554,SWW HH Legacy Sundry - Court - Disbursement - Visit Fee,SWW,SIF132,SW01,,,,Visit Fee,2017/04/01,2020/05/19,No,0,,,,,
SI0555,SI0555,SWW HH Legacy Sundry - Court - Judgment Costs,SWW,SIF132,SW01,,,,Judgement Costs,2001/04/01,,No,0,,,,,
SI0556,SI0556,SWW HH Legacy Sundry - Court - Oral Examination Fees,SWW,SIF132,SW01,,,,Oral Examination Fee,2007/10/01,,No,0,,,,,
SI0557,SI0557,SWW HH Legacy Sundry - Court - Solicitors Costs,SWW,SIF132,SW01,,,,Court Claim Solicitors Costs,2001/04/01,,No,0,,,,,
SI0558,SI0558,SWW HH Legacy Sundry - Court - Solicitors Fees,SWW,SIF132,SW01,,,,Solicitors Fees,2004/01/01,,No,0,,,,,
SI0559,SI0559,SWW HH Legacy Sundry - Court - Warrant Costs,SWW,SIF132,SW01,,,,Warrant Costs,2004/01/01,2009/11/05,No,0,,,,,
SI0560,SI0560,SWW HH Legacy Sundry - Court - Warrant Fees,SWW,SIF132,SW01,,,,Warrant Fees,2001/04/01,2016/04/14,No,0,,,,,
SI0561,SI0561,BW NAV HH Meas Wat Fixed - Occupied,BW,SIF133,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0562,SI0562,BW NAV HH Meas Wat Fixed - Vacant,BW,SIF133,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0563,SI0563,BW NAV NH Meas Wat Fixed - 2-4 Ml - Occupied,BW,SIF134,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0564,SI0564,BW NAV NH Meas Wat Fixed - 2-4 Ml - Vacant,BW,SIF134,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0565,SI0565,BW NAV NH Meas Wat Fixed - 5-10 Ml - Occupied,BW,SIF134,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0566,SI0566,BW NAV NH Meas Wat Fixed - 5-10 Ml - Vacant,BW,SIF134,BW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0567,SI0567,SWW NAV HH Meas Wat Fixed - Occupied,SWW,SIF135,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0568,SI0568,SWW NAV HH Meas Wat Fixed - Vacant,SWW,SIF135,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0569,SI0569,SWW NAV NH Meas Wat Fixed - 25mm - Occupied,SWW,SIF136,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0570,SI0570,SWW NAV NH Meas Wat Fixed - 25mm - Vacant,SWW,SIF136,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
SI0571,SI0571,SWW NAV NH Meas Wat Fixed - 50mm - Occupied,SWW,SIF136,SW01,,,,Water Standing Charge,2025/04/01,,Yes,1,,,,,
